Company Name,Company ID,Company Type,Origin,Is Subsidiary,Parent,Property Name,Also Known As,Property ID,Royalty,Equity,Controlling Ownership,Operator,Country/ Region,Country/Region Risk Score & Outlook,Development Stage,Status,Commodity(s),Primary Commodity,Primary Reserves and Resources,Unit,Total In-Situ Value ($M),Reserves & Resources As Of Date,Project Type,Coordinates,Coordinate Accuracy,Map Link,Construction Start,Production Start,Closure ,Sources/Notes
Bayan Mining and Minerals Limited,257105094,Public,Australia,No,Bayan Mining and Minerals Limited,Rekovac,"EL#2224, Siokovac, Ursule",84401,,100.0,100,Balkan Mining & Minerals Ltd.,Serbia,2.2 Elevated,Target Outline,Active,"Lithium, borates",Lithium,,,,,Project,"43.799100, 21.049780",Exact,,,,,
Bayan Mining and Minerals Limited,257105094,Public,Australia,No,Bayan Mining and Minerals Limited,Gorge,"Koshman, Nelson",90103,,100.0,100,Balkan Mining & Minerals Ltd.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Spodumene",Lithium,,,,,Project,"49.493100, -87.443150",Exact,,,,,
Baracus Pty Ltd,35162828,Private,Australia,No,Baracus Pty Ltd,Julimar Nth,"Bolgart, E 70/5408, E 70/6285, E70/5408, Julimar North, Mogumber, Yerecoin",91706,,20.0,20,Tambourah Metals Ltd.,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Nickel, Platinum, Copper, Tantalum, Niobium",Lithium,,,,,Project,"-30.973140, 116.456760",Exact,,,,,
Bateria Metal Corp.,1848239610,Private,Canada,No,Bateria Metal Corp.,Carachi Pampa,"Carachi IV, Carachi Pampa III, Carachi Pampa IV, Carachi Pampa Salar, Catamarca, Salar Antofalla, Salar Cachari Pampa, Salar Ratones",37701,,,0,Intl Iconic Gold Exploration C,Argentina,2.7 High,Exploration,Active,"Lithium, Borates",Lithium,,,,,Brine,"-26.573310,-67.382030",Exact,,,,,
Battery Age Minerals Ltd,4512370,Public,Canada,No,Battery Age Minerals Ltd,Falcon Lake,"Crescent Lake, Despard, Discovery, Falcon Discovery, Falcon East, Falcon East Extension, Falcon Extension, Falcon Lake East, Falcon Lake West, Falcon Little Lake, Falcon Main, Falcon North, Falcon West, North Lamaune, Thunder Bay",38321,,100.0,100,Battery Age Minerals Ltd,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Spodumene",Lithium,,,,,Open Pit,"50.464930,-88.122540",Exact,,,,,
Benton Resources Inc.,129208622,Public,Canada,No,Benton Resources Inc.,Killick,"Central Dyke, Colin's Turn Trench, Discovery Dyke, East Dyke, GHJV, Golden Hope, Grandy’s West, Hockey Stick Trench, Hydra, Hydra Dyke, Killick Dyke, Killick East, Killick Kraken, Kraken, Kraken Discovery, Kraken Main, Kraken Main Dyke, Kraken North, Kraken Northeast, Kraken West, Kraken West Dyke, Northeast Dyke, Top Pond Ridge, Triangle Pond, West Dyke, West Kraken",88311,,15.0,15,Elevra Lithium Limited,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Caesium, Tantalum, Rubidium",Lithium,,,,,Project,"47.841230,-57.709780",Exact,,,,,
Benz Mining Corp.,207656049,Public,Canada,Yes,ASX Ltd.,Ruby Hill,"E Zone, Eastmain, M-1, M-2, Mikisiw, Mikisiw M-1, Mikisiw M-2, RHW, RHW-1, RHW-2, Ruby Hill East, Ruby Hill West, Southern",55178,,100.0,100,Benz Mining Corp.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Copper, Nickel, Gold, Tantalum, Caesium, Rubidium, Spodumene",Lithium,,,,,Project,"52.313000, -72.542000",Exact,,,,,
Beyond Lithium Inc.,1672217572,Public,Canada,No,Beyond Lithium Inc.,Cosgrave Lake,"AG Pluton, Allen Graeme Pluton, Cosgrave",90995,,100.0,100,Beyond Lithium Inc.,Canada,1.4 Moderate,Exploration,Active,"Lithium, Caesium, Tantalum ",Lithium,,,,,Project,"49.192770,-88.145990",Exact,,,,,
Beyond Lithium Inc.,1672217572,Public,Canada,No,Beyond Lithium Inc.,Ear Falls,"EF-1, EF-2, EF-3, Sandy Creek Beryl West, Sandy Creek West, Wenasaga North",91325,,100.0,100,Beyond Lithium Inc.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Spodumene, Caesium ",Lithium,,,,,Project,"50.687410,-93.198720",Exact,,,,,
Bikita Minerals (PTY) Ltd,1774807407,Private,Zimbabwe,Yes,Sinomine Resource Group Co./State-owned Assets Supervision and Admin Commission of the State Council (state),Bikita,"Shandong, SQI6",38557,,100.0,100,Bikita Minerals (PTY) Ltd,Zimbabwe,3.8 Very High,Operating,Active,"Lithium, Spodumene, Tantalum, Caesium",Lithium,1167000.0,tonnes,18914.7,12/31/23,Open Pit ,"-19.962620,31.426570",Exact,,,,,
Blackearth SA,1781531469,Private,Australia,No,Blackearth SA,San Jorge,"Safra 1 Lik, Safra Lik, Salar, San Francisco Salar, San Jorge Oeste 1, San Jorge Oeste 2, San Jorge Oeste 3, San Jorge Oeste 4, San Jorge Salar",88872,,,0,Greenwing Resources Ltd,Argentina,2.7 High,Reserves Development,Active,Lithium,Lithium,432280.0,tonnes,7006.4,05/27/2024,Project,"-26.938860,-68.121720",Exact,,,,,
Blizzard Finance Corp.,278278194,Private,Canada,No,Blizzard Finance Corp.,Fox Creek,"Beaverhill Lake, Well",37315,,30.0,30,Empire Metals Corp.,Canada,1.4 Moderate,Reserves Development,Active,"Lithium, Potash, Gold, Silver",Lithium,779000.0,tonnes,12626.0,03/19/2012,Brine,"54.100740,-116.622680",Exact,,,,,
Boa Resources Limited,145094864,Public,Australia,No,Boa Resources Limited,Mt Ida North,"E29/994, EL29/994, Ida North, Two Tanks",89092,,,0,Private Interest,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Caesium, Tantalum",Lithium,,,,,Project,"-28.928970,120.353440",Exact,,,,,
Boa Resources Limited,145094864,Public,Australia,No,Boa Resources Limited,Bald Hill East,"E15/1608, E37/1470, E45/1608",89570,,100.0,100,Boa Resources Ltd.,Australia,1.4 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"-31.544780,122.219500",Exact,,,,,
Boa Resources Limited,145094864,Public,Australia,No,Boa Resources Limited,Cat Camp,E63/2050,91602,,100.0,100,Boa Resources Ltd.,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Nickel",Lithium,,,,,Project,"-31.883980, 120.271650",Exact,,,,,
Brunswick Exploration Inc.,30912414,Public,Canada,No,Brunswick Exploration Inc.,Mirage,"Central Zone, Lac Escale, MR-3, MR-6, North Zone, South Zone",91070,,100.0,100,Brunswick Exploration Inc.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Spodumene",Lithium,,,,,Project,"53.617220,-72.171880",Exact,https://brwexplo.ca/what-we-do/quebec-projects/mirage-project/,,,,
Brunswick Exploration Inc.,30912414,Public,Canada,No,Brunswick Exploration Inc.,Hearst,"Decoy, Firefly, Mantis",90489,,100.0,100,Brunswick Exploration Inc.,Canada,1.4 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"49.470170,-83.677750",Exact,,,,,
Bulletin Resources Limited,115977697,Public,Australia,No,Bulletin Resources Limited,Ravensthorpe,"Big, Cocanarup, Creek, Deep Purple, E74/655, E74/680, E74/698, Eastern Pegmatite, EL 74/0543, Horseshoe, Phillips South, Quarry, West2, Western Pegmatite",70582,,100.0,100,Bulletin Resources Ltd,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Caesium, Rubidium, Tantalum, Potash, Sodium Bicarbonate, Spodumene, Iron Ore, Nickel",Lithium,,,,,Project,"-33.633550,119.916490",Exact,,,,,
Burley Minerals Ltd,716511220,Public,Australia,No,Burley Minerals Ltd,Chubb,"Central Main Dyke, Chubb Central, Chubb North, Dyke #2, Dyke #3, Eastern Dyke, Main Dyke, Western Dyke",59387,,100.0,100,Burley Minerals Ltd.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Rubidium, Caesium, Tantalum",Lithium,,,,,Project,"48.305180,-77.957600",Exact,,,,,
CAT Strategic Metals Corp.,130279253,Public,Canada,No,CAT Strategic Metals Corp.,Kamativi,,27945,,60.0,60,CAT Strategic Metals Corp.,Zimbabwe,3.8 Very High,Reserves Development,Under Litigation,"Lithium, Tin, Tantalum, Niobium, Caesium",Lithium,154600.0,tonnes,3107.4,09/10/2018,"Tailings, Open Pit, Underground","-18.314670, 27.042580",Exact,,,,,
CEZ Group,412242532,Private,Czech Republic,Yes,CEZ s.a. (state),Cinovec,"Cinovec East, Cinovec Northwest, Cinovec South, Cinoved, EPR1, EPR2",40307,,51.0,51,CEZ Group,Czechia,1.6 Elevated,Feasibility Started,Active,"Lithium, Tin, Tungsten, Potash, Niobium, Tantalum",Lithium,2990000.0,tonnes,63038.4,9/20/21,Underground,"50.725110,13.766920",Exact,,,,,
Cadence Minerals Plc,22071188,Public,United Kingdom,No,Cadence Minerals Plc,Sonora,"Buenavista, El Sauz, El Sauz 1, El Sauz 2, Fleur, Fleur 1, Hermosillo, La Joya, La Ventana, La Ventana 1, Las Perdices, Megalit, Mexalit, Mexilit, Penasco, San Gabriel, Sierra Madre, Sonora JV#2, Ventana",38320,,,O,Ganfeng Lithium Group,Mexico,2.8 High,Construction Planned,Active,"Lithium, Potash",Lithium,3562000.0,tonnes,57732.9,12/12/17,"Open Pit, underground","29.713270,-109.159110",Exact,,,,,
Capital Mining Limited,30339689,Private,Australia,No,Capital Mining Limited,Gascoyne,"Caroline Creek, Reynolds, Yinnietharra",78175,,100.0,100,Capital Mining Ltd.,Australia,1.4 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"-23.622620,115.468080",Exact,,,,,
Carnaby Resources Limited,377711988,Public,Australia,No,Carnaby Resources Limited,Strelley,"Alcazar, Bastion, Berghaus, Big Hill, Conwy, E45/4638, E45/4801, E45/5743, Gibraltar, North Shear, Palisade, Stockade, Tabba Tabba",83221,,,0,Albemarle Corp.,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Tantalum, Tin, Caesium, Gold",Lithium,,,,,Project,"-20.429270,119.053430",Exact,,,,,
Chalice Mining Limited,24933608,Public,Australia,No,Chalice Mining Limited,Balingup,"E70/5685, EL 70/4837, EL 70/5067, EL 70/5421, Jasper, Julimar, Kingsley, Odin, South West, Thor",79580,,70.0,70,Chalice Mining Ltd,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Tin, Tantalum, Copper, Lead, Zinc, Nickel, Cobalt, Palladium, Platinum, Gold",Lithium,,,,,Project,"-34.134600,116.069960",Exact,,,,,
Champion Electric Metals Inc.,544493437,Public,Canada,No,Champion Electric Metals Inc.,Champion Electric,"Quebec, Western",91639,,100.0,100,Champion Electric Metals Inc.,Canada,1.4 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"53.638010, -74.237820",Exact,,,,,
Charger Metals NL,697836245,Public,Australia,No,Charger Metals NL,Bynoe,"7 Up, 7Up, 7-Up, Bunbury, Centurion, EL30897, Enterprise, Jennas, Jenna's, Kraken, Mega Bucks, Megabucks, Neils, Neil's, Old Bucks, Riverside, Sunline, Utopia",89374,,100.0,100,Charger Metals NL,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Gold, Caesium, Tantalum, Tin",Lithium,,,,,Project,"-12.790370,130.732010",Exact,,,,,
"Chengxin Lithium Group Co., Ltd.",45316580,Public,China,No,"Chengxin Lithium Group Co., Ltd.",Kenticha Lithium,,91034,,51.0,51,Abyssinian Metals Ltd.,Ethiopia,3.5 Very High,Construction Started,Active,"Lithium, Spodumene, Caesium, Tantalum",Lithium,680000.0,tonnes,11021.4,12/30/22,Project,"5.454960,39.020500",Exact,,,,2041,
"Chengxin Lithium Group Co., Ltd.",45316580,Public,China,No,"Chengxin Lithium Group Co., Ltd.",Yelonggou,,89585,,75.0,75,Chengxin Lithium Group,China,2.0 Elevated,Operating,Active,Lithium,Lithium,111500.0,tonnes,1807.2,12/31/21,Project,"31.745570,101.811480",Exact,,,2019,,
"Chengxin Lithium Group Co., Ltd.",45316580,Public,China,No,"Chengxin Lithium Group Co., Ltd.",Sabi Star,Sabistar,63172,,51.0,51,Chengxin Lithium Group,Zimbabwe,3.8 Very High,Operating,Active,"Lithium, Spodumene, Lanthanides, Tantalum",Lithium,,,,,Open Pit,"-19.203520,31.960680",Exact,,,2023,,
China Minmetals Corporation,5522774,Private,China,Yes,State-owned Assets Supervision and Admin Commission of the State Council (state),Qinghai Yiliping,Yiliping,88897,,51.0,51,China Minmetals Corp.,China,2.0 Elevated,Commissioning,Active,"Lithium, Potash",Lithium,1020010.0,tonnes,16532.3,12/31/21,Brine,"37.990260,93.675860",Approximate,,,,,
CleanTech Lithium Plc,1772155107,Public,United Kingdom,No,CleanTech Lithium Plc,Laguna Verde,LV,91333,,100.0,100,CleanTech Lithium Plc,Chile,1.8 Elevated,Prefeas/Scoping,Active,Lithium,Lithium,714746.0,tonnes,11584.6,07/17/2023,Brine,"-26.900000, -68.425260",Exact,,2026,2027,2056,
Coloured Ties Capital Inc.,38895783,Public,Canada,No,Coloured Ties Capital Inc.,Corvette,"Bonoeil, Corvette-FCI, CV, CV5, Deca, Deca-Goose, FCI, Felicie, Felix, Golden, Golden East, Golden Gap, Goose, Lac Bruno, Lac de la Corvette, Lac Long, Lac Smoky Cat, Maven, Sericite, Smith-Lac Magin, Tyrone T9",79917,,100.0,100,Coloured Ties Capital Inc.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Gold, Silver, Copper, Tantalum",Lithium,,,,,Project,"53.553690,-73.929930",Exact,,,,,
Comet Lithium Corporation,247819354,Public,Australia,No,Comet Lithium Corporation,Liberty,Adina East,92454,,100.0,100,Comet Lithium Corp.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Caesium, Tantalum",Lithium,,,,,Project,"53.311220, -72.418210",Exact,,,,,
Companhia Brasileira de Lítio,52775784,Private,Brazil,No,Companhia Brasileira de Lítio,Cachoeira,,70310,,100.0,100,Companhia Brasileira de Lítio,Brazil,2.3 Elevated,Operating,Active,"Lithium, Spodumene",Lithium,,,,,Underground,"-16.785010,-41.908590",Exact,,,2016,,
Compania Minera Esperanza S.A.,565095134,Private,Chile,No,Compania Minera Esperanza S.A.,Carachi Pampa,"Carachi IV, Carachi Pampa III, Carachi Pampa IV, Carachi Pampa Salar, Catamarca, Salar Antofalla, Salar Cachari Pampa, Salar Ratones",37701,,,0,Intl Iconic Gold Exploration C,Argentina,2.7 High,Exploration,Active,"Lithium, Borates",Lithium,,,,,Brine,"-26.573310,-67.382030",Exact,,,,,
Consolidated Lithium Metals Inc.,3162844,Public,Canada,No,Consolidated Lithium Metals Inc.,Barraute,"Baillarge, Baillarge Est, Baillarge Est Showing, Baillarge Lake, Baillarge North, Chemin du Lac Legendre, Chubb, Duval, East Vallee, La Corne, Lac Baillarge, Lacorne, Preissac-La Corne, Vallee, Valley",37786,,100.0,100,Consolidated Lithium Metals In,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Molybdenum, Spodumene",Lithium,,,,,Project,"48.315100,-77.973440",Exact,,,,,
Consolidated Lithium Metals Inc.,3162844,Public,Canada,No,Consolidated Lithium Metals Inc.,Rome,,77600,,100.0,100,Consolidated Lithium Metals In,Canada,1.4 Moderate,Grassroots,Active,Lithium,Lithium,,,,,Project,"48.393380,-77.820450",Exact,,,,,
Consolidated Lithium Metals Inc.,3162844,Public,Canada,No,Consolidated Lithium Metals Inc.,La Corne,"Athona, International Lithium Project, Key West, Lacorne, Narwhal, Preissac-Lacorne, Quebec Lithium West",77887,,100.0,100,Consolidated Lithium Metals In,Canada,1.4 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"48.399350,-77.979620",Exact,,,,,
Cordoba Investments Ltd.,652457562,Private,United Kingdom,No,Cordoba Investments Ltd.,Kamativi,"EPO 1782, Zone 1, Zone 2, Zone 3&4",90852,,51.0,51,Cordoba Investments Ltd,Zimbabwe,3.8 Very High,Target Outline,Active,"Lithium, Tin, Spodumene",Lithium,,,,,Project,"-18.313280,27.043250",Exact,,,,,
Core Lithium Ltd,36740865,Public,Australia,No,Core Lithium Ltd,Finniss,"2 Sisters, 2 Sisters South, Ah Bung, Ah Hoy, Ah Hoy East, Ah Hoy SE, Ah Hoys, Ahoy, Ahoy East, Ahoys, Ahoys Central, Ahoys SE, Almandin, Amigo, Angers, Annie, Annies, Archer, Arltunga, Beatas, Bells, Bilato’s (Picketts), Bilatos, Black Jack, Blackbeard, Booth, Booths, BP 33, BP1/Arltunga, BP2, BP31, BP32, BP32W, BP33, BP33 South, BP53, BP55, BP6, BP7, Bradys, Bush Bull, Carlton, Carlton Lees, Central, Centurion, Chiastolite, Covidicus West, Crawfords, Creeping Croc, Dead Pig, EL 29698, EL 31126, EL 31127, EL 31144, EL 31279, EL29698, EL29699, EL30012, EL30015, EL31139, EL31140, EL31145, EL31146, EL31271, EL32205, Far East, Far West, Far West Central, Far West North, Far West South, Flooded, Fold, Fortescue, Frilled Lizard, Golden Boulder, Grants, Grants West, Hang Gong, Hendersons West, Highland, Hills, Hornet, Hungry, Kellys, Kettle, Kristies, Lees, Lees-Booths Link, Leviathan, Lionels, Mackas Reward, Mammoth, Mammoth Extended, Mastotermes, McGrants, Mid West, ML 31726, ML 32346, ML29912, ML29914, ML29985, ML31654, ML32074, ML32278, ML32346, ML813, MLN1148, MLN16, MLN813, Mount Finniss, Mt Finniss, Northern Arunta Pegmatite, Northern Reward, Observation Hill, Pandanus, Penfolds, Perserverance Extended, Picketts, Piper North, Richmond, Ringwood, Rocky Ridge, Rocky Ridge West, Roses, Rubicks, Sabine, Saffums, Saffums 1, Saffums 2, Saffums 4, Sand Palms, Sandras, Sandra's, Seadog, Sues, Sweetheart, Talmina 3, Talmina 9, Talmina West, Toolebuc, Trojan, Turkey Buzzard, Turners, Two Sisters, Vacant Crown, Vicki's, Vickmans, Welcome Surprise, White Angel, White Angel North, Wild Pig, Yan Yam, Zola, Zola East",77623,,100.0,100,Core Lithium Ltd,Australia,1.4 Moderate,Operating,Active,"Lithium, Spodumene, Tin, Tantalum, Niobium",Lithium,606800.0,tonnes,9835.0,4/11/24,"Open Pit, Underground","-12.695040,130.791870",Exact,,,2023,2036,
Core Lithium Ltd,36740865,Public,Australia,No,Core Lithium Ltd,Walabanba Hills,"Anningie, Anningie-Barrow Creek, Bismark, Clarks, EL 26848, EM Target 1c, Walabanba",65541,,100.0,100,Core Lithium Ltd,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Caesium, Tantalum, Palladium, Rhodium, Copper, Nickel, Platinum, Tin, Tungsten, Niobium",Lithium,,,,,Project,"-21.662420,133.096310",Exact,,,,,
Core Lithium Ltd,36740865,Public,Australia,No,Core Lithium Ltd,Bynoe,"Bells Bush, Bells Mona, Bells Mona/Roadside, Bilatos South, Booth-Lees, Booths, Booths South, Burrell Creek, Carlton, Chiastolite, Congo, Covidicus, Covidicus West, Eagle, EL29699, EL30012, EL30015, EPM28651, Far East, Four Pines, Golden Boulder, Hang Gong, Hang Gong West, Hawk, Hurricane, Johnstons, Kellermeister, Lees, Litchfield, Martins, MLN16, MT07, Nevs Reef, Pickled Parrot, Piper North, Quartz Wall, Ringwood, Robinson, Rocky Ridge, Rosella, RR West, Rubik, Saffums 2, Sandpalms, Sandra South, Sandras, Talmina West, Toolebuc, Turners, Westwood, Wild Pig, Windswept",77268,,100.0,100,Core Lithium Ltd,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Tantalum, Tin, Gold",Lithium,,,,,Project,"-12.670580,130.789040",Exact,,,,,
Core Lithium Ltd,36740865,Public,Australia,No,Core Lithium Ltd,Shoobridge,"Mount Shoobridge, Old Company",92541,,100.0,100,Core Lithium Ltd,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Gold",Lithium,,,,,Project,"-13.550890, 131.293550",Exact,,,,,
Cornish Lithium PLC,427978810,Private,United Kingdom,No,Cornish Lithium PLC,Trelavour,Trelavour Downs,89467,,100.0,100,Cornish Lithium PLC,United Kingdom,1.9 Elevated,Feasibility Started,Active,"Lithium, Potash, Rubidium, Caesium",Lithium,122400.0,tonnes,1983.9,11/30/2021,Open Pit,"50.378280, -4.873220",Exact,,,,,
Cornish Lithium PLC,427978810,Private,United Kingdom,No,Cornish Lithium PLC,Blackwater,,90537,,100.0,100,Cornish Lithium PLC,United Kingdom,1.9 Elevated,Target Outline,Active,Lithium,Lithium,,,,,Project,"50.268980, -5.176810",Exact,,,,,
Cornish Lithium PLC,427978810,Private,United Kingdom,No,Cornish Lithium PLC,Cross Lanes Farm,"Cross Lanes, Twelveheads",90972,,100.0,100,Cornish Lithium PLC,United Kingdom,1.9 Elevated,Target Outline,Active,Lithium,Lithium,,,,,Project,"50.243320, -5.138960",Exact,,,,,
Corporación Nacional del Cobre de Chile,874643,Private,Chile,Yes,Chile (state),Maricunga,"Blanco, Camp 1, Cocina, Cocina Mining Concessions, Despreciada, Despreciado, Francisco, Litio, Litio 1, Litio 1-6, Litio 2, Litio 3, Litio 4, Litio 5, Litio 6, Maricunga Salar, MJV, Old Code, Salamina, Salar de Maricunga, San Francisco, SLM Litio 1-6",38700,,50.01,50.01,Rio Tinto Group,Chile,1.6 Elevated,Preproduction - Construction Planned,Active,"Lithium, Potash",Lithium,1167000.0,tonnes,18914.7,12/21/2021,Brine,"-26.877736, -69.071664",Exact,,,2025,2045,
Rio Tinto Group,299199,Public,United Kingdom,No,Rio Tinto Group,Maricunga,,38700,,49.99,49.99,Rio Tinto Group,Chile,1.6 Elevated,Preproduction - Construction Planned,Active,"Lithium, Potash",Lithium,,,,,Brine,"-26.877736, -69.071664",Exact,,,2025,2045,
Corporacion Minera de Bolivia / YLB,24904619,Private,Bolivia,No,Corporacion Minera de Bolivia / YLB,Uyuni Salt Flant,Salar de Uyuni,36153,,100.0,100,Corporación Minera de Bolivia,Bolivia,3.1 High,Construction Started,Active,"Lithium, Magnesium",Lithium,39000000.0,tonnes,632112.0,12/15/2009,Brine,"-20.542850, -67.378030",Exact,,,,,
Cougar Metals NL,20385071,Private,Australia,No,Cougar Metals NL,Ceara,"Barraca, Chico Loterio, Cristais, Crossed Veins, Helio, Lapinha, Quandu, Rolados, Rolled, Severo, Solonopole, Urubu, Zilcar",77778,,25.0,25,Cougar Metals NL,Brazil,2.3 Elevated,Exploration,Active,Lithium,Lithium,,,,,Project,"-5.540530,-38.981410",Exact,,,,,
Critica Limited,28689359,Public,Australia,No,Critica Limited,Balingup,"E70/5685, EL 70/4837, EL 70/5067, EL 70/5421, Jasper, Julimar, Kingsley, Odin, South West, Thor",79580,,30.0,30,Chalice Mining Ltd,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Tin, Tantalum, Copper, Lead, Zinc, Nickel, Cobalt, Palladium, Platinum, Gold",Lithium,,,,,Project,"-34.134600,116.069960",Exact,,,,,
Critical Elements Lithium Corporation,30865093,Public,Canada,No,Critical Elements Lithium Corporation,Rose,"Duval, Eastmain, Helico, Helico Sud, Hydro, JR, Lac Eli-Ouest, Lac Eli-Sud, Lac Pivert, Lake 1, Lake 2, Lake Rose, Lemare, Nemaska belt, Pivert, Pivert East, Pivert South, Rose Lithium-Tantalum, Rose Nord, Rose North, Rose South, Rose Sud, Rose Sud-Est, Rose West",37316,,100.0,100,Critical Elements Lithium Corp,Canada,1.4 Moderate,Construction Planned,Active,"Lithium, Tantalum, Niobium, Lanthanides, Beryllium, Gallium, Spodumene, Caesium, Rubidium",Lithium,299000.0,tonnes,5788.5,8/1/23,"Open Pit, Underground","52.020360,-76.156780",Exact,,,2025,2042,
Critical Elements Lithium Corporation,30865093,Public,Canada,No,Critical Elements Lithium Corporation,Valiquette,North Rupert Block,39109,,100.0,100,Critical Elements Lithium Corp,Canada,1.4 Moderate,Exploration,Active,"Lithium, Copper, Nickel, Platinum, Gold",Lithium,,,,,Project,"51.614150,-75.982990",Exact,,,,,
Critical Elements Lithium Corporation,30865093,Public,Canada,No,Critical Elements Lithium Corporation,Lemare,"Graab target, Lac de la Sillimanite, Lac Levac Nickel/Copper/PGE Project, Lac Levack, Lemare East, Lemare West",55691,,100.0,100,Critical Elements Lithium Corp,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Nickel, Copper, Platinum, Palladium, Rhodium, Spodumene, Tantalum, Gold",Lithium,,,,,Project,"51.753910,-75.437600",Exact,,,,,
Critical Elements Lithium Corporation,30865093,Public,Canada,No,Critical Elements Lithium Corporation,Bourier,,63909,,51.0,51,Critical Elements Lithium Corp,Canada,1.4 Moderate,Exploration,Active,"Lithium, Copper, Zinc, Gold, Silver",Lithium,,,,,Project,"51.860000,-75.220000",Exact,,,,,
Critical Elements Lithium Corporation,30865093,Public,Canada,No,Critical Elements Lithium Corporation,Duval,,63915,,100.0,100,Critical Elements Lithium Corp,Canada,1.4 Moderate,Exploration,Active,"Lithium, Nickel, Copper, Gold, Silver, Chromite, Platinum, Palladium",Lithium,,,,,Project,"51.626260,-75.943860",Exact,,,,,
